StringId	Values
social.share.title	分享给好友
social.share.info	发现一款好玩的手机网络游戏-《佣兵之王》，一起来战斗吧！输入推荐人ID: {0}！下载地址：
social.postMessage.Success	分享成功
static.recoverEp.title	快速恢复能量
static.recoverEp.freeText	今日已恢复次数：{0}
static.recoverEp.freeTip	[#056400]本次恢复花费[#c10000]{0}[#056400]宝石
static.recoverEp.reachMax	[#c10000]已达今日恢复次数上限
static.recoverEp.freeIsOver	今日的自动能量恢复已用完
static.recoverEp.gotWay	通过完成活动界面中的每日目标，获取免费的能量瓶
static.recoverEp.withEp	点击Icon使用
static.recoverEp.withoutEp	您的背包中没有可用的能量瓶
static.recoverEp.warning.title	快速恢复能量
static.recoverEp.warning.info	确认使用{0}宝石快速恢复能量吗？
target.name01	挑战
target.name02	打造装备
target.name03	每日任务
target.name04	副本
target.name05	合成装备
target.name06	雇佣佣兵
target.name07	雅典娜神庙
target.name08	维纳斯神庙
target.name09	宙斯神庙
target.name10	花费宝石
target.name11	公会任务
static.target.getReward	[#ffd800]领奖
static.target.getRewardAlreadly	[#06ff00]已领取
static.target.boxInfo	恭喜获得了
static.target.unfinished	[#ffd800]未完成
static.server.lastLogin	(上次登录)
static.wanted.kill	辑杀
static.forge.success	打造成功
static.wanted.success	通缉成功
static.addFriend.success	关注成功
static.delFriend.success	删除成功
static.hire.success	雇佣成功
static.fire.success	解雇成功
static.addPoint.success	能力提升
static.chat.privateChat	私 聊
static.buy.success	购买成功
static.fb.start	开始探索
static.synthesis.success	合成成功
static.synthesis.fail	合成失败
static.apply.success	申请成功
static.create.success	创建成功
static.rob.success	抢占成功
static.blessing.success	祝福成功
static.use.success	使用成功
static.synthesis	合成
feedback.setRecommender.success	设置成功
feedback.changeNameImage.success	修改成功
feedback.uploadScreenShot.success	上传成功
feedback.charge.success	购买成功
static.creteIsland.helpInfo	[#240600]公会争霸战结束后，积分最高的公会占领克里特岛！占领期间，公会所有的成员的荣誉上限将翻倍。公会的头像和名字将显示在克里特岛，以表示占有权！
static.credits.helpInfo	[#240600]公会争霸战中获得积分最高的公会占领克里特岛，公会争霸战结束所有积分清零！积分自动按比例转换成公会资源-石材
static.credits.helpInfoText	[#240600]参加公会战的成员，每次公会战结束，下次公会战开始前，都可以根据排名领取对应的奖励！超出这个时间段，系统将不会保留奖励！前10名获得宝石奖励，第11-第50名获得金币奖励！
mainMenu.icon.guild	公会
mainMenu.icon.skill	技能
mainMenu.icon.friend	好友
mainMenu.icon.equip	装备
mainMenu.icon.bag	背包
mainMenu.icon.community	社区
mainMenu.icon.system	系统
mainMenu.icon.shop	商城
mainMenu.icon.mercs	佣兵
mainMenu.icon.account	账户
feedback.title	反馈
feedback.reply	回复
feedback.header	标题(必填)
feedback.content	描述(必填)
feedback.contact	联系方式(选填)
feedback.name	用户名
feedback.uid	编号
feedback.uploadImage.title	反馈成功
feedback.uploadImage.info	您可以选择上传一张截图，以便我们更好的确定问题原因。
feedback.uploadImage.clickHere	点击按钮选择图片
feedback.uploadImage.upload	传图
update.forceUpdate	[#c10000]强制更新
static.chooseChar.play	开始游戏
static.chooseChar.title	请您选择角色
static.chooseChar.notCreated	未创建
static.android.backTip	退出游戏
static.android.backInfo	您要结束佣兵之王，请确认？
static.rechargeInfo00	1元 = 10宝石
static.rechargeInfo01	折扣
static.rechargeInfo02	20元以上8.5折
static.rechargeInfo03	50元以上8折
static.rechargeInfo04	100元以上7.5折
static.rechargeInfo05	350元以上7折
static.rechargeInfo06	500元以上6.3折
static.rechargeInfo07	宝石=金额/对应折扣区间X10
static.rechargeInfo08	20元 = 235宝石
static.rechargeInfo09	50元 = 625宝石
static.rechargeInfo10	100元 = 1428宝石
static.rechargeInfo11	350元 = 5000宝石
static.rechargeInfo12	500元 = 7936宝石
static.buyGold	购买金币
static.buyGold.title	购买金币
static.buyGold.todayTimes	今日购买金币次数：
static.buyGold.buyGoldInfo	[#ffd800]本次购买:{0}金币，需要{1}宝石
static.buyGold.maxTimes	您已达到今日购买金币的上限
static.buyGold.warning.title	您确认购买金币吗？
static.buyGold.warning.info	购买{0}金币，需要{1}宝石
static.ppCoin.nowCoin	现有PP币
static.ppCoin.recharge	充值PP币
static.newPlayerBag.getReward	输入礼包ID
static.newPlayerBag.bagId	礼包ID
static.newPlayerBag.text	新手礼包只能领取一次
static.newPlayerBag.awardSuccess	领取成功
static.newPlayerBag.bag	礼包
static.libao.text	您获得了礼包奖励：
static.libao.awardExp	经验X{0}
static.libao.awardGlory	荣誉X{0}
static.libao.awardItem	{0}X{1}
static.changeIconByGem	修改头像将花费{0}宝石，请确认...
static.notEnoughGemForChangeIcon	您的宝石不足无法修改头像.
static.changeIconByGemTitle	Change Avatar
static.buyProperty.title	Purchase APs
static.buyProperty.noEnough	Insufficient Gem, Pls recharge
static.buyProperty.info	[#90de16]Purchase [#fff100]{0} [#90de16]APs will spend [#fff100]{0} [#90de16]Gem
static.buyProperty.success	Succesfully purchase
static.levelUp.info2	5级就可以加好友啦，加油！
static.levelUp.info3	9级可以雇佣其他玩家为你服务哦！
static.levelUp.info4	13级可以打造装备啦，想要提升自己攻击力不能错过哦。
static.levelUp.info5	15级可以做每日获任务得大量经验！
static.levelUp.info6	17级就可以加入公会和其他玩家并肩作战了。加油哦！
static.levelUp.info7	20级以后挑战就可以获得荣誉了。荣誉可以购买装备和道具呢！
static.levelUp.info8	升到25级，一起抵抗泰坦入侵，掉落大量经验、道具哦，努力吧！
worldBoss.title	泰坦入侵
worldBoss.attack	攻击
worldBoss.stage	{0}阶Boss
worldBoss.logInfo	[#c10000]{0}({1})[#7fff58]攻击了{2}，造成了 [#c10000]{3} [#7fff58]点伤害!
worldBoss.help	[#240600]每次攻击消耗1点法力，也会损失生命，等级越高经验越多，每天定时刷新，当BOSS死亡，第二天BOSS会进阶！当玩家攻击高阶BOSS致使BOSS血量为60%/40%/20%/0%时，可能会触发得到丰厚的特殊奖励！
worldBoss.notStartIntro	[#888800]抱歉，活动还没开始哦！
warning.shouldUpgrade	需要更新
warning.shouldUpgrade.tip	您不能使用此功能，建议您尽快更新程序以使用此功能。
static.welcome.text	公告
static.allAP	总攻击力
static.allDP	总防御力
static.equipAP	装备攻击力
static.equipDP	装备防御力
static.deletePrivateChat	删除
static.faqText	FAQ
static.UIHelp	界面帮助
static.clickForSpeedUp	点击加速
gambling.cdTime	{0}可恢复，请耐心等待或点击加速
gambling.clearCDTimes	[#7fff58]今日已加速次数:{0}
gambling.clearCDGems	[#7fff58]本次加速花费[#c10000]{0}[#7fff58]宝石
gambling.canNotClearCD	[#7fff58]今日已经达到加速次数上限！
gambling.gotMonster	挑战怪物
gambling.gotMonster.info	[#7fff58]您获得了挑战[#c10000]{0}[#7fff58]的机会，是否要挑战？
gambling.gotTimes	次数奖励
gambling.gotTimes.info	[#7fff58]您获得了次数奖励：[#c10000]{0}[#7fff58]次！
gambling.gotTimes.desc	[#c10000]{0} [#7fff58] 次！
static.cancel	取消
gambling.ordinaryMonster	[#31e239]{0}(普通)
gambling.juniorEliteMonster	[#3ce7e5]{0}(精英)
static.gambling.gotItem	获得物品
static.gambling.clearCD.title	您确定马上加速吗？
static.gambling.clearCD.tip	[#90de16]本次加速将花费[#fff100]{0}[#90de16]个宝石，您是否确认？
static.gambling.fight.win	挑战胜利
static.gambling.fight.fail	挑战失败
static.gambling.helpInfo	[#240600]点击拉动，开始寻找诸神宝藏，如果出现特定两个或者三个相同的图形，便可获得合成石、宝石等其他道具、战胜怪物获得大量经验！
static.highGambling.helpInfo	[#240600]先点击加注，选择投注金额，有几率获得金币、装备、宝石。投注金额越高获得的装备等级越高，1000、2000、4000、6000、8000、10000对应20级、40级、60级、90级、151级、215级装备
static.gift.input	点击输入赠送数目
static.gift.bind	不可赠送数目
static.gift.unbind	最大可赠送数目
static.gift.inputTip	输入有误
static.gift.inputTipInfo	请输入正确的赠送数目...
static.newReplyInfo.text	你的反馈已回复，请从主界面-系统-反馈回复列表中查看。
worldBoss.superAttack	超级攻击
worldBoss.superAttack.title	超级攻击
worldBoss.superAttack.info	[#90de16]超级攻击将对Boss造成[#fff100]{0}[#90de16]到[#fff100]{1}[#90de16]倍的物理伤害，以此您将可能获取最后一击等特殊并且丰厚的物品奖励，是否确认花费 [#fff100]{2}[#90de16]宝石来完成超级攻击
worldBoss.lastShot.title	特殊奖励
worldBoss.lastShot.getAward	恭喜你获得特殊奖励
worldBoss.heal	回血中
static.ppUserinfoPlatform.text	用户中心
static.slotMachine.title	初级宝藏
static.slotMachine.pull	点击拉动
static.slotMachine.leftTime	剩余次数
static.slotMachine.accelerate	加速
static.highSlotMachine.title	高级宝藏
static.highSlotMachine.pull	点击拉动
static.highSlotMachine.accelerate	加速
static.highSlotMachine.leftTime	剩余次数
static.slotMachine	初级宝藏
static.highSlotMachine	高级宝藏
static.highSlot.times	加注
static.highSlot.reset	重置
static.highSlot.text	先加注，再点击拉动，投注金额越高获得的装备等级越高
static.highSlot.money	投注金额：
static.highSlot.x2	 X 2
static.highSlot.maxTimesTip	投注金额已达最大
static.highSlot.maxTimesInfo	投注金额已达最大，无法再次加注。
static.recoverSp.title	快速恢复法力
static.recoverHp.title	快速恢复血量
static.recoverHp.withHp	点击Icon使用
static.recoverHp.withoutHp	您的背包没有可用的血量瓶
static.recoverSp.withSp	点击Icon使用
static.recoverSp.withoutSp	您的背包没有可用的法力瓶
static.recoverHp.gotWay	通过***获得血量瓶
static.recoverSp.gotWay	通过***获得法力瓶
static.worldboss.title	泰坦入侵
static.worldboss.credit	个人积分
static.worldboss.credit.player	玩家
static.worldboss.credit.guild	公会名
static.worldboss.credit.level	等级
static.worldboss.credit.point	积分
static.worldboss.credit.prize	领奖
static.worldboss.credit.myrank	我的排名
static.worldboss.crete.awardTitle	领奖提示
static.worldboss.crete.awardInfoText	您的个人积分排名超出奖励范围无法获得奖励，请确认...
static.worldboss.credit.helpInfo	[#240600]每次泰坦入侵结束，排行榜前十可以获得丰厚奖励。下次泰坦入侵开启前，系统将清除积分，不再保留奖励，请各位记得领奖！
static.worldboss.crete.awardSuccess	领奖成功
static.worldboss.credit.notEnd	领取失败
static.worldboss.credit.notEndInfo	泰坦入侵正在进行中，无法领奖,待泰坦入侵结束再来领取...
static.newGuildWar.title	资源争夺战
static.newGuildWar.log	战报
static.newGuildWar.guildCredit	公会积分
static.newGuildWar.personalCredit	个人积分
static.newGuildWar.attack	攻击
static.newGuildWar.success	挑战胜利
static.newGuildWar.award	奖励
static.newGuildWar.noAward	没有掉落
static.newGuildWar.leftTime	结束时间
static.newGuildWar.bless	祝福
static.newGuildWar.blessTitle	购买祝福
static.newGuildWar.helpInfo	[#240600]资源争夺战准点开启，等级50级以上的玩家可以参与。购买祝福后，全体公会成员对BOSS伤害提升。每1000公会积分在资源争夺战结束后自动兑换1点木头用于公会升级。结束后玩家可以根据个人积分领取个人奖励！
static.newGuildWar.personal.player	玩家名
static.newGuildWar.personal.guild	公会名
static.newGuildWar.personal.level	玩家等级
static.newGuildWar.personal.credit	获取积分
static.newGuildWar.personal.rank	我的排名
static.newGuildWar.personal.getAward	领奖
static.newGuildWar.guild.guildName	公会名
static.newGuildWar.guild.guildLevel	公会等级
static.newGuildWar.guild.award	获得木材
static.newGuildWar.guild.credit	积分
static.newGuildWar.bless.tipInfo	[#90de16]购买祝福后，全体公会成员对[#c10000]疯狂机关兽[#90de16]的攻击力提升[#c10000]10%
static.newGuildWar.bossName	疯狂机关兽
static.newGuildWar.rank	名次
